scenario_id,split,claim_family,replicate,seed,generator,critical_stratum,truth_supported,strong_effect,effective_n,family_count,family_correlation,family_imbalance,multiplicity,measurement_noise,policy_id,licensed,license_status,coverage,decision_regret,point_estimate,method
POLICY_CONFIRMATION-THRESHOLD_PASS-005561,POLICY_CONFIRMATION,THRESHOLD_PASS,5561,7418561,correlated_bernoulli,LOW_EFFECTIVE_N,True,False,30,10,0.0,1.0,200,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.4666666666666667,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005562,POLICY_CONFIRMATION,THRESHOLD_PASS,5562,7418562,correlated_bernoulli,HIGH_FAMILY_CORRELATION,False,False,250,10,0.9,1.0,200,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.456,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005563,POLICY_CONFIRMATION,THRESHOLD_PASS,5563,7418563,correlated_bernoulli,HIGH_FAMILY_CORRELATION,True,False,250,10,0.9,1.0,200,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.544,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005564,POLICY_CONFIRMATION,THRESHOLD_PASS,5564,7418564,correlated_bernoulli,LOW_FAMILY_COUNT,False,False,250,4,0.0,1.0,200,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.504,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005565,POLICY_CONFIRMATION,THRESHOLD_PASS,5565,7418565,correlated_bernoulli,LOW_FAMILY_COUNT,True,False,250,4,0.0,1.0,200,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.488,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005566,POLICY_CONFIRMATION,THRESHOLD_PASS,5566,7418566,correlated_bernoulli,HIGH_FAMILY_IMBALANCE,False,False,250,10,0.0,8.0,200,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.552,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005567,POLICY_CONFIRMATION,THRESHOLD_PASS,5567,7418567,correlated_bernoulli,HIGH_FAMILY_IMBALANCE,True,False,250,10,0.0,8.0,200,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.56,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005568,POLICY_CONFIRMATION,THRESHOLD_PASS,5568,7418568,correlated_bernoulli,HIGH_MULTIPLICITY,False,False,250,10,0.0,1.0,500,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.512,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005569,POLICY_CONFIRMATION,THRESHOLD_PASS,5569,7418569,correlated_bernoulli,HIGH_MULTIPLICITY,True,False,250,10,0.0,1.0,500,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.56,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005570,POLICY_CONFIRMATION,THRESHOLD_PASS,5570,7418570,correlated_bernoulli,HIGH_MEASUREMENT_NOISE,False,False,250,10,0.0,1.0,200,1.8,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.496,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005571,POLICY_CONFIRMATION,THRESHOLD_PASS,5571,7418571,correlated_bernoulli,HIGH_MEASUREMENT_NOISE,True,False,250,10,0.0,1.0,200,1.8,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.528,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005572,POLICY_CONFIRMATION,THRESHOLD_PASS,5572,7418572,correlated_bernoulli,NEAR_MATERIALITY_BOUNDARY,False,False,250,10,0.0,1.0,200,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.532,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005573,POLICY_CONFIRMATION,THRESHOLD_PASS,5573,7418573,correlated_bernoulli,NEAR_MATERIALITY_BOUNDARY,True,False,250,10,0.0,1.0,200,1.0,NATIVE_BALANCED,True,LICENSED_WITH_SCOPE,False,0.0,0.608,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005574,POLICY_CONFIRMATION,THRESHOLD_PASS,5574,7418574,correlated_bernoulli,NEAR_TIE_TOP_K,False,False,250,10,0.0,1.0,200,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.456,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005575,POLICY_CONFIRMATION,THRESHOLD_PASS,5575,7418575,correlated_bernoulli,NEAR_TIE_TOP_K,True,False,250,10,0.0,1.0,200,1.0,NATIVE_BALANCED,True,LICENSED_WITH_SCOPE,True,0.0,0.588,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005576,POLICY_CONFIRMATION,THRESHOLD_PASS,5576,7418576,correlated_bernoulli,TRANSPORT_REVERSAL_RISK,False,False,250,10,0.0,1.0,200,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.492,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005577,POLICY_CONFIRMATION,THRESHOLD_PASS,5577,7418577,correlated_bernoulli,TRANSPORT_REVERSAL_RISK,True,False,250,10,0.0,1.0,200,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.496,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005578,POLICY_CONFIRMATION,THRESHOLD_PASS,5578,7418578,correlated_bernoulli,DISCOVERY_VALIDATION_SHIFT,False,False,250,10,0.0,1.0,200,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.484,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005579,POLICY_CONFIRMATION,THRESHOLD_PASS,5579,7418579,correlated_bernoulli,DISCOVERY_VALIDATION_SHIFT,True,False,250,10,0.0,1.0,200,1.0,NATIVE_BALANCED,True,LICENSED_WITH_SCOPE,True,0.0,0.572,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005580,POLICY_CONFIRMATION,THRESHOLD_PASS,5580,7418580,nonlinear_benchmark_effect,LOW_EFFECTIVE_N,False,True,30,10,0.35,1.0,200,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.5,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005581,POLICY_CONFIRMATION,THRESHOLD_PASS,5581,7418581,nonlinear_benchmark_effect,LOW_EFFECTIVE_N,True,True,30,10,0.35,1.0,200,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.6333333333333333,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005582,POLICY_CONFIRMATION,THRESHOLD_PASS,5582,7418582,nonlinear_benchmark_effect,HIGH_FAMILY_CORRELATION,False,True,500,10,0.9,1.0,200,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.474,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005583,POLICY_CONFIRMATION,THRESHOLD_PASS,5583,7418583,nonlinear_benchmark_effect,HIGH_FAMILY_CORRELATION,True,True,500,10,0.9,1.0,200,1.0,NATIVE_BALANCED,True,LICENSED_WITH_SCOPE,True,0.0,0.574,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005584,POLICY_CONFIRMATION,THRESHOLD_PASS,5584,7418584,nonlinear_benchmark_effect,LOW_FAMILY_COUNT,False,True,500,4,0.35,1.0,200,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.52,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005585,POLICY_CONFIRMATION,THRESHOLD_PASS,5585,7418585,nonlinear_benchmark_effect,LOW_FAMILY_COUNT,True,True,500,4,0.35,1.0,200,1.0,NATIVE_BALANCED,True,LICENSED_WITH_SCOPE,True,0.0,0.6,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005586,POLICY_CONFIRMATION,THRESHOLD_PASS,5586,7418586,nonlinear_benchmark_effect,HIGH_FAMILY_IMBALANCE,False,True,500,10,0.35,8.0,200,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.524,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005587,POLICY_CONFIRMATION,THRESHOLD_PASS,5587,7418587,nonlinear_benchmark_effect,HIGH_FAMILY_IMBALANCE,True,True,500,10,0.35,8.0,200,1.0,NATIVE_BALANCED,True,LICENSED_WITH_SCOPE,True,0.0,0.572,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005588,POLICY_CONFIRMATION,THRESHOLD_PASS,5588,7418588,nonlinear_benchmark_effect,HIGH_MULTIPLICITY,False,True,500,10,0.35,1.0,500,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.502,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005589,POLICY_CONFIRMATION,THRESHOLD_PASS,5589,7418589,nonlinear_benchmark_effect,HIGH_MULTIPLICITY,True,True,500,10,0.35,1.0,500,1.0,NATIVE_BALANCED,True,LICENSED_WITH_SCOPE,True,0.0,0.606,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005590,POLICY_CONFIRMATION,THRESHOLD_PASS,5590,7418590,nonlinear_benchmark_effect,HIGH_MEASUREMENT_NOISE,False,True,500,10,0.35,1.0,200,1.8,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.48,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005591,POLICY_CONFIRMATION,THRESHOLD_PASS,5591,7418591,nonlinear_benchmark_effect,HIGH_MEASUREMENT_NOISE,True,True,500,10,0.35,1.0,200,1.8,NATIVE_BALANCED,True,LICENSED_WITH_SCOPE,False,0.0,0.63,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005592,POLICY_CONFIRMATION,THRESHOLD_PASS,5592,7418592,nonlinear_benchmark_effect,NEAR_MATERIALITY_BOUNDARY,False,True,500,10,0.35,1.0,200,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.488,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005593,POLICY_CONFIRMATION,THRESHOLD_PASS,5593,7418593,nonlinear_benchmark_effect,NEAR_MATERIALITY_BOUNDARY,True,True,500,10,0.35,1.0,200,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.546,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005594,POLICY_CONFIRMATION,THRESHOLD_PASS,5594,7418594,nonlinear_benchmark_effect,NEAR_TIE_TOP_K,False,True,500,10,0.35,1.0,200,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.538,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005595,POLICY_CONFIRMATION,THRESHOLD_PASS,5595,7418595,nonlinear_benchmark_effect,NEAR_TIE_TOP_K,True,True,500,10,0.35,1.0,200,1.0,NATIVE_BALANCED,True,LICENSED_WITH_SCOPE,True,0.0,0.552,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005596,POLICY_CONFIRMATION,THRESHOLD_PASS,5596,7418596,nonlinear_benchmark_effect,TRANSPORT_REVERSAL_RISK,False,True,500,10,0.35,1.0,200,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.488,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005597,POLICY_CONFIRMATION,THRESHOLD_PASS,5597,7418597,nonlinear_benchmark_effect,TRANSPORT_REVERSAL_RISK,True,True,500,10,0.35,1.0,200,1.0,NATIVE_BALANCED,True,LICENSED_WITH_SCOPE,True,0.0,0.596,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005598,POLICY_CONFIRMATION,THRESHOLD_PASS,5598,7418598,nonlinear_benchmark_effect,DISCOVERY_VALIDATION_SHIFT,False,True,500,10,0.35,1.0,200,1.0,NATIVE_BALANCED,True,LICENSED_WITH_SCOPE,False,0.0,0.568,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005599,POLICY_CONFIRMATION,THRESHOLD_PASS,5599,7418599,nonlinear_benchmark_effect,DISCOVERY_VALIDATION_SHIFT,True,True,500,10,0.35,1.0,200,1.0,NATIVE_BALANCED,True,LICENSED_WITH_SCOPE,True,0.0,0.614,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005600,POLICY_CONFIRMATION,THRESHOLD_PASS,5600,7418600,gaussian_mixture,LOW_EFFECTIVE_N,False,False,30,4,0.35,2.0,1,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.5,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005601,POLICY_CONFIRMATION,THRESHOLD_PASS,5601,7418601,gaussian_mixture,LOW_EFFECTIVE_N,True,False,30,4,0.35,2.0,1,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.7,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005602,POLICY_CONFIRMATION,THRESHOLD_PASS,5602,7418602,gaussian_mixture,HIGH_FAMILY_CORRELATION,False,False,30,4,0.9,2.0,1,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.5666666666666667,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005603,POLICY_CONFIRMATION,THRESHOLD_PASS,5603,7418603,gaussian_mixture,HIGH_FAMILY_CORRELATION,True,False,30,4,0.9,2.0,1,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.43333333333333335,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005604,POLICY_CONFIRMATION,THRESHOLD_PASS,5604,7418604,gaussian_mixture,LOW_FAMILY_COUNT,False,False,30,4,0.35,2.0,1,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.5333333333333333,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005605,POLICY_CONFIRMATION,THRESHOLD_PASS,5605,7418605,gaussian_mixture,LOW_FAMILY_COUNT,True,False,30,4,0.35,2.0,1,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.36666666666666664,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005606,POLICY_CONFIRMATION,THRESHOLD_PASS,5606,7418606,gaussian_mixture,HIGH_FAMILY_IMBALANCE,False,False,30,4,0.35,8.0,1,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.4666666666666667,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005607,POLICY_CONFIRMATION,THRESHOLD_PASS,5607,7418607,gaussian_mixture,HIGH_FAMILY_IMBALANCE,True,False,30,4,0.35,8.0,1,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.6666666666666666,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005608,POLICY_CONFIRMATION,THRESHOLD_PASS,5608,7418608,gaussian_mixture,HIGH_MULTIPLICITY,False,False,30,4,0.35,2.0,500,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.5333333333333333,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005609,POLICY_CONFIRMATION,THRESHOLD_PASS,5609,7418609,gaussian_mixture,HIGH_MULTIPLICITY,True,False,30,4,0.35,2.0,500,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.43333333333333335,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005610,POLICY_CONFIRMATION,THRESHOLD_PASS,5610,7418610,gaussian_mixture,HIGH_MEASUREMENT_NOISE,False,False,30,4,0.35,2.0,1,1.8,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.5,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005611,POLICY_CONFIRMATION,THRESHOLD_PASS,5611,7418611,gaussian_mixture,HIGH_MEASUREMENT_NOISE,True,False,30,4,0.35,2.0,1,1.8,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.5666666666666667,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005612,POLICY_CONFIRMATION,THRESHOLD_PASS,5612,7418612,gaussian_mixture,NEAR_MATERIALITY_BOUNDARY,False,False,30,4,0.35,2.0,1,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.4,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005613,POLICY_CONFIRMATION,THRESHOLD_PASS,5613,7418613,gaussian_mixture,NEAR_MATERIALITY_BOUNDARY,True,False,30,4,0.35,2.0,1,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.43333333333333335,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005614,POLICY_CONFIRMATION,THRESHOLD_PASS,5614,7418614,gaussian_mixture,NEAR_TIE_TOP_K,False,False,30,4,0.35,2.0,1,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.4,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005615,POLICY_CONFIRMATION,THRESHOLD_PASS,5615,7418615,gaussian_mixture,NEAR_TIE_TOP_K,True,False,30,4,0.35,2.0,1,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.4,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005616,POLICY_CONFIRMATION,THRESHOLD_PASS,5616,7418616,gaussian_mixture,TRANSPORT_REVERSAL_RISK,False,False,30,4,0.35,2.0,1,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.5666666666666667,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005617,POLICY_CONFIRMATION,THRESHOLD_PASS,5617,7418617,gaussian_mixture,TRANSPORT_REVERSAL_RISK,True,False,30,4,0.35,2.0,1,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.6333333333333333,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005618,POLICY_CONFIRMATION,THRESHOLD_PASS,5618,7418618,gaussian_mixture,DISCOVERY_VALIDATION_SHIFT,False,False,30,4,0.35,2.0,1,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.5,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005619,POLICY_CONFIRMATION,THRESHOLD_PASS,5619,7418619,gaussian_mixture,DISCOVERY_VALIDATION_SHIFT,True,False,30,4,0.35,2.0,1,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.43333333333333335,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005620,POLICY_CONFIRMATION,THRESHOLD_PASS,5620,7418620,skewed,LOW_EFFECTIVE_N,False,True,30,4,0.35,2.0,1,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.4666666666666667,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005621,POLICY_CONFIRMATION,THRESHOLD_PASS,5621,7418621,skewed,LOW_EFFECTIVE_N,True,True,30,4,0.35,2.0,1,1.0,NATIVE_BALANCED,False,UNDERPOWERED,True,0.0,0.6666666666666666,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005622,POLICY_CONFIRMATION,THRESHOLD_PASS,5622,7418622,skewed,HIGH_FAMILY_CORRELATION,False,True,60,4,0.9,2.0,1,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.48333333333333334,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005623,POLICY_CONFIRMATION,THRESHOLD_PASS,5623,7418623,skewed,HIGH_FAMILY_CORRELATION,True,True,60,4,0.9,2.0,1,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.5666666666666667,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005624,POLICY_CONFIRMATION,THRESHOLD_PASS,5624,7418624,skewed,LOW_FAMILY_COUNT,False,True,60,4,0.35,2.0,1,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.48333333333333334,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005625,POLICY_CONFIRMATION,THRESHOLD_PASS,5625,7418625,skewed,LOW_FAMILY_COUNT,True,True,60,4,0.35,2.0,1,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.6166666666666667,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005626,POLICY_CONFIRMATION,THRESHOLD_PASS,5626,7418626,skewed,HIGH_FAMILY_IMBALANCE,False,True,60,4,0.35,8.0,1,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.48333333333333334,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005627,POLICY_CONFIRMATION,THRESHOLD_PASS,5627,7418627,skewed,HIGH_FAMILY_IMBALANCE,True,True,60,4,0.35,8.0,1,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.5833333333333334,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005628,POLICY_CONFIRMATION,THRESHOLD_PASS,5628,7418628,skewed,HIGH_MULTIPLICITY,False,True,60,4,0.35,2.0,500,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.38333333333333336,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005629,POLICY_CONFIRMATION,THRESHOLD_PASS,5629,7418629,skewed,HIGH_MULTIPLICITY,True,True,60,4,0.35,2.0,500,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.5833333333333334,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005630,POLICY_CONFIRMATION,THRESHOLD_PASS,5630,7418630,skewed,HIGH_MEASUREMENT_NOISE,False,True,60,4,0.35,2.0,1,1.8,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.45,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005631,POLICY_CONFIRMATION,THRESHOLD_PASS,5631,7418631,skewed,HIGH_MEASUREMENT_NOISE,True,True,60,4,0.35,2.0,1,1.8,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.5833333333333334,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005632,POLICY_CONFIRMATION,THRESHOLD_PASS,5632,7418632,skewed,NEAR_MATERIALITY_BOUNDARY,False,True,60,4,0.35,2.0,1,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.6,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005633,POLICY_CONFIRMATION,THRESHOLD_PASS,5633,7418633,skewed,NEAR_MATERIALITY_BOUNDARY,True,True,60,4,0.35,2.0,1,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.5333333333333333,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005634,POLICY_CONFIRMATION,THRESHOLD_PASS,5634,7418634,skewed,NEAR_TIE_TOP_K,False,True,60,4,0.35,2.0,1,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.4166666666666667,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005635,POLICY_CONFIRMATION,THRESHOLD_PASS,5635,7418635,skewed,NEAR_TIE_TOP_K,True,True,60,4,0.35,2.0,1,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.6333333333333333,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005636,POLICY_CONFIRMATION,THRESHOLD_PASS,5636,7418636,skewed,TRANSPORT_REVERSAL_RISK,False,True,60,4,0.35,2.0,1,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.5,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005637,POLICY_CONFIRMATION,THRESHOLD_PASS,5637,7418637,skewed,TRANSPORT_REVERSAL_RISK,True,True,60,4,0.35,2.0,1,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.5666666666666667,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005638,POLICY_CONFIRMATION,THRESHOLD_PASS,5638,7418638,skewed,DISCOVERY_VALIDATION_SHIFT,False,True,60,4,0.35,2.0,1,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.36666666666666664,STRICT_WILSON_LCB_THRESHOLD
POLICY_CONFIRMATION-THRESHOLD_PASS-005639,POLICY_CONFIRMATION,THRESHOLD_PASS,5639,7418639,skewed,DISCOVERY_VALIDATION_SHIFT,True,True,60,4,0.35,2.0,1,1.0,NATIVE_BALANCED,False,BLOCKED_BY_UNCERTAINTY,True,0.0,0.5833333333333334,STRICT_WILSON_LCB_THRESHOLD
